SampleID	Size	Description	99%	97%	RA	latitude	longitude	type	order
SRR5913968	34330	biofilm metagenome	0	404	1.1768%	missing	missing	other	O1
SRR5913988	29944	biofilm metagenome	0	383	1.2791%	missing	missing	other	O1
SRR5913988	29944	biofilm metagenome	0	383	1.2791%	missing	missing	other	O1
ERR1474628	471188	metagenome	0	365	0.0775%	22.3103	39.1041	other	O1
SRR6415856	27498	Candidatus Kuenenia stuttgartiensis	0	357	1.2983%	missing	missing	other	O1
SRR8270264	83399	activated sludge metagenome	343	343	0.4113%	missing	missing	other	O1
SRR5913967	26716	biofilm metagenome	0	313	1.1716%	missing	missing	other	O1
SRR5913967	26716	biofilm metagenome	0	313	1.1716%	missing	missing	other	O1
SRR5913965	19259	biofilm metagenome	0	259	1.3448%	missing	missing	other	O1
SRR8270263	78064	activated sludge metagenome	239	239	0.3062%	missing	missing	other	O1
SRR5118343	29110	sludge metagenome	0	218	0.7489%	missing	missing	other	O1
ERR1294803	184341	metagenome	0	217	0.1177%	21.608454	39.092208	other	O1
ERR1294804	431332	metagenome	0	211	0.0489%	21.608454	39.092208	other	O1
ERR1449924	562801	metagenome	0	195	0.0346%	21.608454	39.092208	other	O1
ERR1294805	680717	metagenome	0	192	0.0282%	21.608454	39.092208	other	O1
SRR5690233	38128	sludge metagenome	0	189	0.4957%	missing	missing	other	O1
ERR1474627	245584	metagenome	0	181	0.0737%	22.3103	39.1041	other	O1
ERR1449933	614102	metagenome	0	163	0.0265%	21.608454	39.092208	other	O1
SRR5913982	32389	biofilm metagenome	0	160	0.4940%	missing	missing	other	O1
SRR5913982	32389	biofilm metagenome	0	160	0.4940%	missing	missing	other	O1
ERR1449964	403397	metagenome	0	145	0.0359%	21.608454	39.092208	other	O1
ERR1449937	284634	metagenome	0	140	0.0492%	21.608454	39.092208	other	O1
SRR5690225	29444	sludge metagenome	0	123	0.4177%	missing	missing	other	O1
ERR1449938	215277	metagenome	0	119	0.0553%	21.608454	39.092208	other	O1
ERR1449940	231594	metagenome	0	118	0.0510%	21.608454	39.092208	other	O1
ERR1449936	225755	metagenome	0	113	0.0501%	21.608454	39.092208	other	O1
ERR1449948	162606	metagenome	0	112	0.0689%	21.608454	39.092208	other	O1
ERR1449939	220383	metagenome	0	107	0.0486%	21.608454	39.092208	other	O1
SRR5690226	29370	sludge metagenome	0	105	0.3575%	missing	missing	other	O1
ERR1449920	441933	metagenome	0	104	0.0235%	21.608454	39.092208	other	O1
ERR1449961	234728	metagenome	0	104	0.0443%	21.608454	39.092208	other	O1
SRR8256733	85922	anaerobic digester metagenome	103	103	0.1199%	43.036589	-87.931148	other	O1
ERR1449949	177366	metagenome	0	101	0.0569%	21.608454	39.092208	other	O1
ERR1449962	214787	metagenome	0	100	0.0466%	21.608454	39.092208	other	O1
ERR1449960	230927	metagenome	0	99	0.0429%	21.608454	39.092208	other	O1
SRR5913986	26670	biofilm metagenome	0	99	0.3712%	missing	missing	other	O1
ERR1449955	237666	metagenome	0	98	0.0412%	21.608454	39.092208	other	O1
SRR6374617	72567	bioreactor metagenome	0	98	0.1350%	missing	missing	other	O1
SRR6374617	72567	bioreactor metagenome	0	98	0.1350%	missing	missing	other	O1
ERR1449952	170797	metagenome	0	96	0.0562%	21.608454	39.092208	other	O1
SRR7595426	27776	sludge metagenome	0	94	0.3384%	missing	missing	other	O1
ERR1294786	312125	metagenome	0	91	0.0292%	21.608454	39.092208	other	O1
ERR1449963	250546	metagenome	0	89	0.0355%	21.608454	39.092208	other	O1
SRR5690232	39164	sludge metagenome	0	88	0.2247%	missing	missing	other	O1
ERR1449931	218998	metagenome	0	83	0.0379%	21.608454	39.092208	other	O1
ERR1449959	244873	metagenome	0	82	0.0335%	21.608454	39.092208	other	O1
ERR1449950	193655	metagenome	0	81	0.0418%	21.608454	39.092208	other	O1
ERR1449943	168253	metagenome	0	78	0.0464%	21.608454	39.092208	other	O1
SRR5690234	35533	sludge metagenome	0	78	0.2195%	missing	missing	other	O1
ERR1449919	224282	metagenome	0	76	0.0339%	21.608454	39.092208	other	O1
ERR1449951	158059	metagenome	0	75	0.0475%	21.608454	39.092208	other	O1
ERR1449923	244733	metagenome	0	67	0.0274%	21.608454	39.092208	other	O1
SRR8256732	110736	anaerobic digester metagenome	65	65	0.0587%	43.036589	-87.931148	other	O1
DRR072518	89209	sludge metagenome	62	62	0.0695%	39.88	-88.93	other	O1
ERR1449922	239698	metagenome	0	59	0.0246%	21.608454	39.092208	other	O1
ERR1449921	238677	metagenome	0	57	0.0239%	21.608454	39.092208	other	O1
ERR1449935	224548	metagenome	0	57	0.0254%	21.608454	39.092208	other	O1
ERR1449956	218921	metagenome	0	56	0.0256%	21.608454	39.092208	other	O1
ERR1449958	176857	metagenome	0	54	0.0305%	21.608454	39.092208	other	O1
ERR1449932	208354	metagenome	0	53	0.0254%	21.608454	39.092208	other	O1
ERR1449946	183205	metagenome	0	50	0.0273%	21.608454	39.092208	other	O1
ERR1449944	184836	metagenome	0	49	0.0265%	21.608454	39.092208	other	O1
ERR1449957	213223	metagenome	0	49	0.0230%	21.608454	39.092208	other	O1
SRR8256724	114691	anaerobic digester metagenome	44	44	0.0384%	43.036589	-87.931148	other	O1
SRR8256725	116339	anaerobic digester metagenome	44	44	0.0378%	43.036589	-87.931148	other	O1
ERR1449925	209712	metagenome	0	43	0.0205%	21.608454	39.092208	other	O1
SRR7188536	35819	sludge metagenome	0	42	0.1173%	missing	missing	other	O1
ERR1449927	254422	metagenome	0	41	0.0161%	21.608454	39.092208	other	O1
ERR1449941	239968	metagenome	0	40	0.0167%	21.608454	39.092208	other	O1
ERR1449934	215241	metagenome	0	39	0.0181%	21.608454	39.092208	other	O1
SRR2553316	18999	sludge metagenome	0	33	0.1737%	39.9	116.3	other	O1
SRR6460615	38887	sludge metagenome	0	33	0.0849%	missing	missing	other	O1
ERR1449928	228283	metagenome	0	31	0.0136%	21.608454	39.092208	other	O1
SRR5690228	29475	sludge metagenome	0	31	0.1052%	missing	missing	other	O1
ERR1449945	167021	metagenome	0	29	0.0174%	21.608454	39.092208	other	O1
SRR5690227	31033	sludge metagenome	0	29	0.0934%	missing	missing	other	O1
SRR8301339	61939	activated sludge metagenome	0	26	0.0420%	25.7278	-100.0842	other	O1
SRR5885317	32229	activated sludge metagenome	0	25	0.0776%	39.9	116.3	other	O1
SRR6012558	64806	activated sludge metagenome	23	23	0.0355%	missing	missing	other	O1
SRR7188540	31319	sludge metagenome	0	23	0.0734%	missing	missing	other	O1
SRR5690231	31831	sludge metagenome	0	22	0.0691%	missing	missing	other	O1
ERR1474632	186096	metagenome	0	21	0.0113%	22.3103	39.1041	other	O1
ERR1449965	270075	metagenome	0	20	0.0074%	21.608454	39.092208	other	O1
SRR7188535	31096	sludge metagenome	0	19	0.0611%	missing	missing	other	O1
SRR2179254	21092	sludge metagenome	0	18	0.0853%	39.9	116.3	other	O1
SRR2179874	21104	sludge metagenome	0	18	0.0853%	39.9	116.3	other	O1
SRR5913987	3561	biofilm metagenome	0	18	0.5055%	missing	missing	other	O1
SRR5913987	3561	biofilm metagenome	0	18	0.5055%	missing	missing	other	O1
ERR1294787	525590	metagenome	0	17	0.0032%	21.608454	39.092208	other	O1
SRR5885316	27320	activated sludge metagenome	0	17	0.0622%	39.9	116.3	other	O1
SRR8301338	68235	activated sludge metagenome	0	17	0.0249%	25.7278	-100.0842	other	O1
SRR8301788	312775	activated sludge metagenome	0	17	0.0054%	27.9237	-82.437	other	O1
SRR6012560	56776	activated sludge metagenome	16	16	0.0282%	missing	missing	other	O1
SRR6460614	31173	sludge metagenome	0	16	0.0513%	missing	missing	other	O1
SRR8676152	17099	metagenome	16	16	0.0936%	missing	missing	other	O1
DRR072519	102597	sludge metagenome	15	15	0.0146%	39.88	-88.93	other	O1
ERR1294806	543750	metagenome	0	15	0.0028%	21.608454	39.092208	other	O1
SRR1825375	64217	activated sludge metagenome	15	15	0.0234%	40.01	105.2	other	O1
SRR6374611	63268	bioreactor metagenome	0	15	0.0237%	missing	missing	other	O1
SRR6374611	63268	bioreactor metagenome	0	15	0.0237%	missing	missing	other	O1
SRR7188534	37700	sludge metagenome	0	15	0.0398%	missing	missing	other	O1
DRR072516	69402	sludge metagenome	14	14	0.0202%	39.88	-88.93	other	O1
SRR8301336	77365	activated sludge metagenome	0	13	0.0168%	25.7278	-100.0842	other	O1
SRR8301333	51594	activated sludge metagenome	0	12	0.0233%	25.7278	-100.0842	other	O1
SRR8301337	44780	activated sludge metagenome	0	12	0.0268%	25.7278	-100.0842	other	O1
SRR5690229	29300	sludge metagenome	0	11	0.0375%	missing	missing	other	O1
SRR6415857	23444	Candidatus Kuenenia stuttgartiensis	11	11	0.0469%	missing	missing	other	O1
ERR1474629	493256	metagenome	0	10	0.0020%	22.3103	39.1041	other	O1
ERR2740225	63007	milk metagenome	0	10	0.0159%	missing	missing	other	O1
SRR8301342	48314	activated sludge metagenome	0	10	0.0207%	25.7278	-100.0842	other	O1
SRR8256737	115348	anaerobic digester metagenome	0	9	0.0078%	43.036589	-87.931148	other	O1
DRR072520	97160	sludge metagenome	8	8	0.0082%	39.88	-88.93	other	O1
SRR5885315	37030	activated sludge metagenome	0	8	0.0216%	39.9	116.3	other	O1
SRR3389687	54517	activated sludge metagenome	0	7	0.0128%	missing	missing	other	O1
SRR493268	49529	metagenomes	0	7	0.0141%	missing	missing	other	O1
SRR8513633	16337	sludge metagenome	7	7	0.0428%	36.07061287	120.4227251	other	O1
DRR072517	61616	sludge metagenome	6	6	0.0097%	39.88	-88.93	other	O1
SRR5892557	30332	sludge metagenome	0	6	0.0198%	39.9	116.3	other	O1
SRR6012559	46019	activated sludge metagenome	5	5	0.0109%	missing	missing	other	O1
DRR072513	64689	sludge metagenome	4	4	0.0062%	39.88	-88.93	other	O1
DRR072514	79628	sludge metagenome	4	4	0.0050%	39.88	-88.93	other	O1
SRR2962328	1031576	uncultured bacterium	4	4	0.0004%	33.31890103	102.3457025	other	O1
SRR8301340	34991	activated sludge metagenome	0	4	0.0114%	25.7278	-100.0842	other	O1
SRR8301863	30856	activated sludge metagenome	0	4	0.0130%	35.1461	-97.4037	other	O1
SRR8664732	53088	air metagenome	4	4	0.0075%	39.59	116.18	other	O1
ERR1449929	222503	metagenome	0	3	0.0013%	21.608454	39.092208	other	O1
SRR1784979	30380	fermentation metagenome	0	3	0.0099%	31.52	117.17	other	O1
SRR2004062	51818	activated sludge metagenome	0	3	0.0058%	38.94	116.99	other	O1
SRR6222017	54311	bioreactor metagenome	3	3	0.0055%	missing	missing	other	O1
SRR7080730	59556	metagenome	3	3	0.0050%	36.673682	117.0630885	other	O1
SRR8301407	30209	activated sludge metagenome	0	3	0.0099%	27.9237	-82.437	other	O1
SRR8301457	30724	activated sludge metagenome	0	3	0.0098%	27.9237	-82.437	other	O1
SRR8301789	32519	activated sludge metagenome	0	3	0.0092%	27.9237	-82.437	other	O1
SRR8301862	33678	activated sludge metagenome	0	3	0.0089%	35.1461	-97.4037	other	O1
SRR8359315	18127	sludge metagenome	3	3	0.0165%	36.07627471	120.4293344	other	O1
SRR8359317	22715	sludge metagenome	0	3	0.0132%	36.0703367	120.4176085	other	O1
DRR012711	3978	ecological metagenomes	0	2	0.0503%	missing	missing	other	O1
DRR072515	98726	sludge metagenome	2	2	0.0020%	39.88	-88.93	other	O1
ERR1474616	266544	metagenome	0	2	0.0008%	22.3103	39.1041	other	O1
ERR1474633	177888	metagenome	0	2	0.0011%	22.3103	39.1041	other	O1
ERR1671250	42402	metagenome	2	2	0.0047%	missing	missing	other	O1
ERR1671256	35202	metagenome	0	2	0.0057%	missing	missing	other	O1
ERR1894959	527242	metagenome	0	2	0.0004%	21.608454	39.092208	other	O1
ERR2740178	67788	milk metagenome	2	2	0.0030%	missing	missing	other	O1
SRR1784903	31708	fermentation metagenome	0	2	0.0063%	31.52	117.17	other	O1
SRR1784903	31708	fermentation metagenome	0	2	0.0063%	31.52	117.17	other	O1
SRR1784977	31706	fermentation metagenome	0	2	0.0063%	31.52	117.17	other	O1
SRR1784977	31706	fermentation metagenome	0	2	0.0063%	31.52	117.17	other	O1
SRR1916559	10648	rock porewater metagenome	0	2	0.0188%	47.37892341	7.16496703	other	O1
SRR3087264	217377	sludge metagenome	0	2	0.0009%	44	125	other	O1
SRR3225556	216733	sludge metagenome	0	2	0.0009%	44	125	other	O1
SRR3233488	41302	fermentation metagenome	2	2	0.0048%	34.45	107.62	other	O1
SRR6222014	43686	bioreactor metagenome	2	2	0.0046%	missing	missing	other	O1
SRR7080731	69467	metagenome	2	2	0.0029%	36.673682	117.0630885	other	O1
SRR7080732	60453	metagenome	2	2	0.0033%	36.673682	117.0630885	other	O1
SRR8301261	32842	activated sludge metagenome	0	2	0.0061%	27.9237	-82.437	other	O1
SRR8301802	37312	activated sludge metagenome	0	2	0.0054%	31.5361	120.4532	other	O1
SRR8474974	33279	metagenome	2	2	0.0060%	39.93	116.21	other	O1
SRR8676149	22725	metagenome	2	2	0.0088%	missing	missing	other	O1
ERR2016824	439628	metagenome	0	978	0.2225%	71	21	other	O2
ERR2016823	323945	metagenome	0	511	0.1577%	71	21	other	O2
SRR2398571	3558580	rock metagenome	0	430	0.0121%	missing	missing	other	O2
SRR2398401	3557354	rock metagenome	0	403	0.0113%	9.099	-87.096	other	O2
SRR2398430	3563465	rock metagenome	0	403	0.0113%	9.082	-87.095	other	O2
ERR2016806	624802	metagenome	0	357	0.0571%	71	21	other	O2
ERR2016811	126546	metagenome	0	310	0.2450%	71	21	other	O2
ERR2016827	287272	metagenome	0	295	0.1027%	71	21	other	O2
ERR2016816	338602	metagenome	0	267	0.0789%	71	21	other	O2
ERR2016808	468213	metagenome	0	241	0.0515%	71	21	other	O2
ERR2016820	110128	metagenome	0	241	0.2188%	71	21	other	O2
ERR2016818	121432	metagenome	0	235	0.1935%	71	21	other	O2
ERR2016835	101526	metagenome	0	226	0.2226%	71	21	other	O2
ERR2016830	159075	metagenome	0	215	0.1352%	71	21	other	O2
ERR2016828	106900	metagenome	0	209	0.1955%	71	21	other	O2
ERR2016825	97442	metagenome	0	200	0.2053%	71	21	other	O2
ERR2016822	198144	metagenome	0	196	0.0989%	71	21	other	O2
ERR2016813	121609	metagenome	0	195	0.1603%	71	21	other	O2
ERR2016810	143633	metagenome	0	169	0.1177%	71	21	other	O2
SRR3169415	68670	rock metagenome	0	163	0.2374%	22.48	-46.03999999	other	O2
ERR2016812	64288	metagenome	0	120	0.1867%	71	21	other	O2
SRR3169287	44662	rock metagenome	0	99	0.2217%	22.45	-46.03999999	other	O2
SRR2917917	1805986	Scleractinia	0	79	0.0044%	22	114	other	O2
ERR2016809	65986	metagenome	0	75	0.1137%	71	21	other	O2
ERR2113137	371352	metagenome	0	73	0.0197%	54.180511	7.904978	other	O2
ERR2016834	199946	metagenome	0	72	0.0360%	71	21	other	O2
ERR2016819	45982	metagenome	0	66	0.1435%	71	21	other	O2
ERR2016832	55937	metagenome	0	63	0.1126%	71	21	other	O2
ERR2016821	44554	metagenome	0	61	0.1369%	71	21	other	O2
ERR2113127	245810	metagenome	0	61	0.0248%	54.180511	7.904978	other	O2
ERR2016836	44094	metagenome	0	53	0.1202%	71	21	other	O2
ERR2113128	672324	metagenome	0	46	0.0068%	54.180511	7.904978	other	O2
ERR2016833	38900	metagenome	0	43	0.1105%	71	21	other	O2
ERR2016826	26331	metagenome	0	41	0.1557%	71	21	other	O2
SRR3169417	48885	rock metagenome	0	39	0.0798%	22.48	-46.03999999	other	O2
ERR2113126	450224	metagenome	0	37	0.0082%	54.180511	7.904978	other	O2
ERR2016817	44904	metagenome	0	35	0.0779%	71	21	other	O2
ERR2113130	174492	metagenome	0	24	0.0138%	54.180511	7.904978	other	O2
ERR2113138	281123	metagenome	0	24	0.0085%	54.180511	7.904978	other	O2
ERR1894950	55861	metagenome	0	23	0.0412%	21.608454	39.092208	other	O2
ERR1894942	45212	metagenome	0	19	0.0420%	21.608454	39.092208	other	O2
ERR1894941	40488	metagenome	0	18	0.0445%	21.608454	39.092208	other	O2
ERR2016837	40561	metagenome	0	18	0.0444%	71	21	other	O2
ERR2113124	258717	metagenome	0	18	0.0070%	54.180511	7.904978	other	O2
ERR1894951	32490	metagenome	0	17	0.0523%	21.608454	39.092208	other	O2
DRR095250	24065	estuary metagenome	0	15	0.0623%	39.195	141.5406	other	O2
ERR1685414	40805	unidentified	0	15	0.0368%	61.133167	-2.173	other	O2
ERR313301	159368	metagenome	0	15	0.0094%	missing	missing	other	O2
SRR3185599	96993	sand metagenome	0	15	0.0155%	24.53	75.62	other	O2
SRR3185597	99968	sand metagenome	0	14	0.0140%	24.53	75.62	other	O2
ERR1894944	413984	metagenome	0	13	0.0031%	21.608454	39.092208	other	O2
ERR313273	8979	metagenome	13	13	0.1448%	missing	missing	other	O2
ERR313280	8977	metagenome	13	13	0.1448%	missing	missing	other	O2
ERR1685371	84170	unidentified	0	12	0.0143%	61.5833	-4.25	other	O2
SRR3169191	57079	rock metagenome	0	12	0.0210%	22.45	-46.03999999	other	O2
SRR1734283	157303	beach sand metagenome	0	10	0.0064%	missing	missing	other	O2
ERR1894949	61364	metagenome	0	9	0.0147%	21.608454	39.092208	other	O2
ERR2016814	139701	metagenome	0	9	0.0064%	71	21	other	O2
ERR1685369	88055	unidentified	0	8	0.0091%	61.5833	-4.25	other	O2
ERR1685370	77502	unidentified	0	8	0.0103%	61.5833	-4.25	other	O2
ERR2113132	515085	metagenome	0	7	0.0014%	54.180511	7.904978	other	O2
ERR313274	8621	metagenome	0	7	0.0812%	missing	missing	other	O2
ERR313281	8639	metagenome	0	7	0.0810%	missing	missing	other	O2
ERR1779759	20398	metagenome	0	6	0.0294%	54.173833	7.988167	other	O2
ERR2016807	14607	metagenome	0	6	0.0411%	71	21	other	O2
ERR2113123	122728	metagenome	0	6	0.0049%	54.180511	7.904978	other	O2
ERR2113136	314151	metagenome	0	6	0.0019%	54.180511	7.904978	other	O2
ERR313276	17411	metagenome	0	6	0.0345%	missing	missing	other	O2
ERR313283	17436	metagenome	0	6	0.0344%	missing	missing	other	O2
ERR632244	3187	uncultured bacterium	6	6	0.1883%	missing	missing	other	O2
ERR1685367	50716	unidentified	0	5	0.0099%	61.5833	-4.25	other	O2
ERR1685419	42843	unidentified	0	5	0.0117%	61.133167	-2.173	other	O2
ERR632241	4510	uncultured bacterium	0	5	0.1109%	missing	missing	other	O2
ERR632246	3810	uncultured bacterium	5	5	0.1312%	missing	missing	other	O2
ERR632247	4212	uncultured bacterium	5	5	0.1187%	missing	missing	other	O2
ERR1685352	59112	unidentified	0	4	0.0068%	61.5833	-4.25	other	O2
ERR1894948	39632	metagenome	0	4	0.0101%	21.608454	39.092208	other	O2
ERR1894956	458356	metagenome	0	4	0.0009%	21.608454	39.092208	other	O2
ERR632228	3948	uncultured bacterium	0	4	0.1013%	missing	missing	other	O2
ERR632240	3957	uncultured bacterium	4	4	0.1011%	missing	missing	other	O2
SRR1653120	79877	bioreactor metagenome	0	4	0.0050%	missing	missing	other	O2
SRR1734237	86858	beach sand metagenome	0	4	0.0046%	missing	missing	other	O2
DRR095248	24622	estuary metagenome	0	3	0.0122%	39.2012	141.5402	other	O2
ERR039817	5914	beach sand metagenome	0	3	0.0507%	30.326167	-87.1745	other	O2
ERR1685359	67828	unidentified	0	3	0.0044%	61.5833	-4.25	other	O2
ERR1685380	66436	unidentified	0	3	0.0045%	61.5833	-4.25	other	O2
ERR1685387	52524	unidentified	0	3	0.0057%	61.5833	-4.25	other	O2
ERR1685426	54283	unidentified	0	3	0.0055%	61.133167	-2.173	other	O2
ERR1779756	70288	metagenome	0	3	0.0043%	54.168333	7.988167	other	O2
ERR1894964	398147	metagenome	0	3	0.0008%	21.608454	39.092208	other	O2
ERR2113129	665542	metagenome	0	3	0.0005%	54.180511	7.904978	other	O2
ERR632230	4643	uncultured bacterium	3	3	0.0646%	missing	missing	other	O2
ERR632234	3496	uncultured bacterium	0	3	0.0858%	missing	missing	other	O2
ERR632237	4192	uncultured bacterium	0	3	0.0716%	missing	missing	other	O2
ERR632238	3901	uncultured bacterium	0	3	0.0769%	missing	missing	other	O2
ERR632239	3865	uncultured bacterium	0	3	0.0776%	missing	missing	other	O2
ERR632243	3692	uncultured bacterium	0	3	0.0813%	missing	missing	other	O2
SRR1734252	109549	beach sand metagenome	0	3	0.0027%	missing	missing	other	O2
SRR2917918	1718634	Scleractinia	0	3	0.0002%	22	114	other	O2
ERR1685360	69543	unidentified	0	2	0.0029%	61.5833	-4.25	other	O2
ERR1685368	37615	unidentified	0	2	0.0053%	61.5833	-4.25	other	O2
ERR1685372	47234	unidentified	0	2	0.0042%	61.5833	-4.25	other	O2
ERR1685378	72722	unidentified	0	2	0.0028%	61.5833	-4.25	other	O2
ERR1685394	54250	unidentified	0	2	0.0037%	61.133167	-2.173	other	O2
ERR1685395	56476	unidentified	0	2	0.0035%	61.133167	-2.173	other	O2
ERR1685403	47059	unidentified	0	2	0.0042%	61.133167	-2.173	other	O2
ERR1685405	50857	unidentified	0	2	0.0039%	61.133167	-2.173	other	O2
ERR1685413	41413	unidentified	0	2	0.0048%	61.133167	-2.173	other	O2
ERR1894957	511573	metagenome	0	2	0.0004%	21.608454	39.092208	other	O2
ERR1894963	631679	metagenome	0	2	0.0003%	21.608454	39.092208	other	O2
ERR2113140	189134	metagenome	0	2	0.0011%	54.180511	7.904978	other	O2
ERR313286	9798	metagenome	0	2	0.0204%	missing	missing	other	O2
ERR632235	3641	uncultured bacterium	0	2	0.0549%	missing	missing	other	O2
ERR632236	4145	uncultured bacterium	0	2	0.0483%	missing	missing	other	O2
SRR1460118	211972	bioreactor sludge metagenome	2	2	0.0009%	39.9	116.3	other	O2
SRR1570915	21955	beach sand metagenome	0	2	0.0091%	30.3262	-87.1745	other	O2
SRR3185600	63952	sand metagenome	0	2	0.0031%	24.53	75.62	other	O2
SRR8330679	7289	metagenome	0	2	0.0274%	76.18	-73.13	other	O2
SRR8330777	1772	metagenome	0	2	0.1129%	76.18	-73.13	other	O2
